"","Phase","Item.Type","Block","Item.Number","Talker.A","Talker.A_Materials","Talker.A_Sound","Talker.B","Talker.B_Materials","Talker.B_Sound","Version","Talker.A_Gender","Talker.A_Ear","Talker.B_Gender","Talker.B_Ear","rep","filename"
"61","Exposure","Filler",1,14,"Outnumber","Set B","Word","Halken","Set B","Nonword","1","Male","Right","Female","Left",1,"Filler_B.01_W.Outnumber.M.R_N.Halken.F.L.wav"
"62","Exposure","Filler",1,14,"Panicking","Set C","Word","Galliwinou","Set C","Nonword","4","Male","Left","Female","Right",1,"Filler_C.04_W.Panicking.M.L_N.Galliwinou.F.R.wav"
"63","Exposure","Filler",1,15,"Ornament","Set A","Word","Gairelom","Set A","Nonword","2","Female","Left","Male","Right",1,"Filler_A.02_W.Ornament.F.L_N.Gairelom.M.R.wav"
"64","Exposure","Filler",1,15,"Parakeet","Set B","Word","Ganla","Set B","Nonword","1","Male","Right","Female","Left",1,"Filler_B.01_W.Parakeet.M.R_N.Ganla.F.L.wav"
"65","Exposure","Filler",1,15,"Pilgrim","Set C","Word","Emhoutic","Set C","Nonword","4","Male","Left","Female","Right",1,"Filler_C.04_W.Pilgrim.M.L_N.Emhoutic.F.R.wav"
"66","Exposure","Filler",1,16,"Pineapple","Set A","Word","Bikanian","Set A","Nonword","2","Female","Left","Male","Right",1,"Filler_A.02_W.Pineapple.F.L_N.Bikanian.M.R.wav"
"67","Exposure","Filler",1,16,"Platonic","Set B","Word","Dadigal","Set B","Nonword","1","Male","Right","Female","Left",1,"Filler_B.01_W.Platonic.M.R_N.Dadigal.F.L.wav"
"68","Exposure","Filler",1,16,"Predict","Set C","Word","Dilkuaund","Set C","Nonword","4","Male","Left","Female","Right",1,"Filler_C.04_W.Predict.M.L_N.Dilkuaund.F.R.wav"
"69","Exposure","Filler",1,17,"Purgatory","Set A","Word","Baliber","Set A","Nonword","2","Female","Left","Male","Right",1,"Filler_A.02_W.Purgatory.F.L_N.Baliber.M.R.wav"
"70","Exposure","Filler",1,17,"Tactical","Set B","Word","Bamtell","Set B","Nonword","1","Male","Right","Female","Left",1,"Filler_B.01_W.Tactical.M.R_N.Bamtell.F.L.wav"
"71","Exposure","Filler",1,17,"Terminal","Set C","Word","Bowidai","Set C","Nonword","4","Male","Left","Female","Right",1,"Filler_C.04_W.Terminal.M.L_N.Bowidai.F.R.wav"
"72","Exposure","Filler",1,18,"Therapeutic","Set A","Word","Amalar","Set A","Nonword","2","Female","Left","Male","Right",1,"Filler_A.02_W.Therapeutic.F.L_N.Amalar.M.R.wav"
"73","Exposure","Filler",1,18,"Titanium","Set B","Word","Anemer","Set B","Nonword","1","Male","Right","Female","Left",1,"Filler_B.01_W.Titanium.M.R_N.Anemer.F.L.wav"
"74","Exposure","Filler",1,18,"Turbulent","Set C","Word","Anolipa","Set C","Nonword","4","Male","Left","Female","Right",1,"Filler_C.04_W.Turbulent.M.L_N.Anolipa.F.R.wav"
"75","Exposure","Filler",1,19,"Tutorial","Set A","Word","Ailounam","Set A","Nonword","2","Female","Left","Male","Right",1,"Filler_A.02_W.Tutorial.F.L_N.Ailounam.M.R.wav"
"76","Exposure","Filler",1,19,"Umbrella","Set B","Word","Lilgrai","Set B","Nonword","1","Male","Right","Female","Left",1,"Filler_B.01_W.Umbrella.M.R_N.Lilgrai.F.L.wav"
"77","Exposure","Filler",1,19,"Undermine","Set C","Word","Alnadiro","Set C","Nonword","4","Male","Left","Female","Right",1,"Filler_C.04_W.Undermine.M.L_N.Alnadiro.F.R.wav"
"78","Exposure","Filler",1,20,"Wealthy","Set A","Word","Acomining","Set A","Nonword","2","Female","Left","Male","Right",1,"Filler_A.02_W.Wealthy.F.L_N.Acomining.M.R.wav"
"79","Exposure","Filler",1,20,"Worldly","Set B","Word","Admunker","Set B","Nonword","1","Male","Right","Female","Left",1,"Filler_B.01_W.Worldly.M.R_N.Admunker.F.L.wav"
"80","Exposure","Filler",1,20,"Wrinkle","Set C","Word","Aigi","Set C","Nonword","4","Male","Left","Female","Right",1,"Filler_C.04_W.Wrinkle.M.L_N.Aigi.F.R.wav"
"81","Test","Test",3,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.03_F.1.ashi.25.wav"
"82","Test","Test",4,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.04_F.1.ashi.25.wav"
"83","Test","Test",7,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.07_F.1.ashi.25.wav"
"84","Test","Test",8,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.08_F.1.ashi.25.wav"
"85","Test","Test",11,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.11_F.1.ashi.25.wav"
"86","Test","Test",12,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.12_F.1.ashi.25.wav"
"87","Test","Test",1,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.01_M.1.ashi.25.wav"
"88","Test","Test",2,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.02_M.1.ashi.25.wav"
"89","Test","Test",5,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.05_M.1.ashi.25.wav"
"90","Test","Test",6,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.06_M.1.ashi.25.wav"
"91","Test","Test",9,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.09_M.1.ashi.25.wav"
"92","Test","Test",10,1,"ashi.25",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.10_M.1.ashi.25.wav"
"93","Test","Test",3,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.03_F.2.ashi.30.wav"
"94","Test","Test",4,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.04_F.2.ashi.30.wav"
"95","Test","Test",7,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.07_F.2.ashi.30.wav"
"96","Test","Test",8,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.08_F.2.ashi.30.wav"
"97","Test","Test",11,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.11_F.2.ashi.30.wav"
"98","Test","Test",12,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.12_F.2.ashi.30.wav"
"99","Test","Test",1,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.01_M.2.ashi.30.wav"
"100","Test","Test",2,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.02_M.2.ashi.30.wav"
"101","Test","Test",5,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.05_M.2.ashi.30.wav"
"102","Test","Test",6,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.06_M.2.ashi.30.wav"
"103","Test","Test",9,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.09_M.2.ashi.30.wav"
"104","Test","Test",10,2,"ashi.30",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.10_M.2.ashi.30.wav"
"105","Test","Test",3,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.03_F.3.ashi.40.wav"
"106","Test","Test",4,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.04_F.3.ashi.40.wav"
"107","Test","Test",7,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.07_F.3.ashi.40.wav"
"108","Test","Test",8,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.08_F.3.ashi.40.wav"
"109","Test","Test",11,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.11_F.3.ashi.40.wav"
"110","Test","Test",12,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.12_F.3.ashi.40.wav"
"111","Test","Test",1,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.01_M.3.ashi.40.wav"
"112","Test","Test",2,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.02_M.3.ashi.40.wav"
"113","Test","Test",5,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.05_M.3.ashi.40.wav"
"114","Test","Test",6,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.06_M.3.ashi.40.wav"
"115","Test","Test",9,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.09_M.3.ashi.40.wav"
"116","Test","Test",10,3,"ashi.40",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.10_M.3.ashi.40.wav"
"117","Test","Test",3,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.03_F.4.ashi.45.wav"
"118","Test","Test",4,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.04_F.4.ashi.45.wav"
"119","Test","Test",7,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.07_F.4.ashi.45.wav"
"120","Test","Test",8,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.08_F.4.ashi.45.wav"
"121","Test","Test",11,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.11_F.4.ashi.45.wav"
"122","Test","Test",12,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.12_F.4.ashi.45.wav"
"123","Test","Test",1,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.01_M.4.ashi.45.wav"
"124","Test","Test",2,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.02_M.4.ashi.45.wav"
"125","Test","Test",5,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.05_M.4.ashi.45.wav"
"126","Test","Test",6,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.06_M.4.ashi.45.wav"
"127","Test","Test",9,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.09_M.4.ashi.45.wav"
"128","Test","Test",10,4,"ashi.45",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.10_M.4.ashi.45.wav"
"129","Test","Test",3,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.03_F.5.ashi.50.wav"
"130","Test","Test",4,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.04_F.5.ashi.50.wav"
"131","Test","Test",7,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.07_F.5.ashi.50.wav"
"132","Test","Test",8,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.08_F.5.ashi.50.wav"
"133","Test","Test",11,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.11_F.5.ashi.50.wav"
"134","Test","Test",12,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.12_F.5.ashi.50.wav"
"135","Test","Test",1,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.01_M.5.ashi.50.wav"
"136","Test","Test",2,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.02_M.5.ashi.50.wav"
"137","Test","Test",5,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.05_M.5.ashi.50.wav"
"138","Test","Test",6,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.06_M.5.ashi.50.wav"
"139","Test","Test",9,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.09_M.5.ashi.50.wav"
"140","Test","Test",10,5,"ashi.50",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.10_M.5.ashi.50.wav"
"141","Test","Test",3,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.03_F.6.ashi.70.wav"
"142","Test","Test",4,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.04_F.6.ashi.70.wav"
"143","Test","Test",7,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.07_F.6.ashi.70.wav"
"144","Test","Test",8,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.08_F.6.ashi.70.wav"
"145","Test","Test",11,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.11_F.6.ashi.70.wav"
"146","Test","Test",12,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,1,"Test_B.12_F.6.ashi.70.wav"
"147","Test","Test",1,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.01_M.6.ashi.70.wav"
"148","Test","Test",2,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.02_M.6.ashi.70.wav"
"149","Test","Test",5,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.05_M.6.ashi.70.wav"
"150","Test","Test",6,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.06_M.6.ashi.70.wav"
"151","Test","Test",9,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.09_M.6.ashi.70.wav"
"152","Test","Test",10,6,"ashi.70",NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,1,"Test_B.10_M.6.ashi.70.wav"
